Undisturbed,Type1 disturbed,Type2 disturbed,Type3 disturbed,Type 4 disturbed
0.9652000069618225,0.9070000052452087,0.8916000127792358,0.9053999781608582,0.9290000200271606
0.9674999713897705,0.886900007724762,0.8417999744415283,0.8652999997138977,0.9067000150680542
0.9672999978065491,0.8475000262260437,0.7889000177383423,0.8514000177383423,0.9077000021934509
0.97079998254776,0.756600022315979,0.7559999823570251,0.7745000123977661,0.8353999853134155
0.9677000045776367,0.8335999846458435,0.9041000008583069,0.766700029373169,0.8319000005722046
0.968500018119812,0.8479999899864197,0.8677999973297119,0.682699978351593,0.8582000136375427
0.9682000279426575,0.8698999881744385,0.7854999899864197,0.8827000260353088,0.8920999765396118
0.9613000154495239,0.7720000147819519,0.7731999754905701,0.6937999725341797,0.8062000274658203
0.9663000106811523,0.8611999750137329,0.9060999751091003,0.8294000029563904,0.9133999943733215
0.9642999768257141,0.7590000033378601,0.8047000169754028,0.8540999889373779,0.8443999886512756
0.9684000015258789,0.829800009727478,0.8319000005722046,0.852400004863739,0.8978000283241272
0.9661999940872192,0.9079999923706055,0.8446999788284302,0.9380000233650208,0.9100000262260437
0.9642000198364258,0.8159000277519226,0.8443999886512756,0.7764000296592712,0.828000009059906
0.964900016784668,0.8252000212669373,0.8669000267982483,0.8493000268936157,0.8733000159263611
0.9700999855995178,0.8501999974250793,0.8165000081062317,0.8744000196456909,0.8830000162124634
0.9674999713897705,0.9031999707221985,0.8973000049591064,0.911300003528595,0.9574000239372253
0.9685999751091003,0.8083999752998352,0.8181999921798706,0.7778000235557556,0.8659999966621399
0.9663000106811523,0.7892000079154968,0.8302000164985657,0.8672000169754028,0.8711000084877014
0.9670000076293945,0.8001000285148621,0.7208999991416931,0.8008999824523926,0.7867000102996826
0.970300018787384,0.8184999823570251,0.9086999893188477,0.871399998664856,0.9046000242233276
0.9645000100135803,0.8859000205993652,0.8949000239372253,0.9204000234603882,0.9435999989509583
0.9629999995231628,0.9071999788284302,0.8729000091552734,0.8741999864578247,0.909500002861023
0.965499997138977,0.8646000027656555,0.8720999956130981,0.8913000226020813,0.9223999977111816
0.965399980545044,0.928600013256073,0.7835999727249146,0.8686000108718872,0.8899000287055969
0.963699996471405,0.7475000023841858,0.7627999782562256,0.7893999814987183,0.7630000114440918
0.9692000150680542,0.8561000227928162,0.7742999792098999,0.794700026512146,0.9039000272750854
0.9702000021934509,0.7827000021934509,0.7567999958992004,0.817300021648407,0.8888000249862671
0.9707000255584717,0.66839998960495,0.8324999809265137,0.7746000289916992,0.8465999960899353
0.970300018787384,0.817799985408783,0.8528000116348267,0.7389000058174133,0.8955000042915344
0.963699996471405,0.9025999903678894,0.883400022983551,0.8640999794006348,0.9189000129699707
